d0_date,stock_code,stock_name,market,sector,industry,stock_type,d0_open,d0_high,d0_low,d0_close,d0_volume,d0_prev_close,d0_pct_change,d0_trading_value_proxy_eok,d0_volume_vs_20d,d0_value_vs_20d,d0_upper_shadow_ratio,d0_lower_shadow_ratio,d0_range_pct,d0_volume_rank,d0_value_rank,signal_date,trading_day_age,source_layer,watch_days,duplicate_active_event_dropped,signal_prev_close,entry_1500_available,entry_1500_price,entry_1500_dt,signal_volume_to_1500,rsi14_signal_1500,signal_minute_rows_to_1500,signal_day_pct_change_1500,signal_vs_d0_close_pct,signal_vs_d0_high_pct,signal_volume_retention_vs_d0,pool_f_base,pool_f_refined_d0,pool_signal_balanced,daily3_active_score
2026-05-07,013310,아진산업,KOSDAQ,자동차 신품 부품 제조업,자동차 차체 부품,COMMON,4035,4560,3980,4270,14727434,3785.0,12.813738441215317,628.8614318,11.908471373976514,13.770907963979836,0.5,0.09482758620689655,14.572864321608048,22.0,152.0,2026-05-21,9,ACTIVE_WATCHLIST,10,False,3425.0,True,3470.0,2026-05-21 14:59:00,698837.0,55.55555555555556,335,1.3138686131386912,-18.73536299765808,-23.903508771929825,4.745137543987635,False,False,False,23.0
2026-05-14,014910,성문전자,KOSPI,전자부품 제조업,"콘덴서용 증착필름,압력분무식 플러스자동도포기 제조,판매",COMMON,3295,4150,2930,3365,42667191,3295.0,2.124430955993928,1435.75097715,25.327236588376493,35.66004416661873,0.6434426229508197,0.29918032786885246,41.63822525597269,4.0,65.0,2026-05-21,4,ACTIVE_WATCHLIST,10,False,2405.0,True,3220.0,2026-05-21 15:00:00,17571603.0,22.448979591836732,358,33.887733887733894,-4.30906389301634,-22.40963855421687,41.18293843154568,False,False,False,51.25
2026-05-07,017550,수산세보틱스,KOSPI,특수 목적용 기계 제조업,"유압브레이커,트럭크레인,플라즈마 파암장비,특장차,산업기계,건설기계 제조,도매",COMMON,3415,4045,3235,3860,56504813,3115.0,23.91653290529696,2181.0857818,6.59199486516841,8.136911404532722,0.22839506172839505,0.2222222222222222,25.0386398763524,5.0,43.0,2026-05-21,9,ACTIVE_WATCHLIST,10,False,2675.0,True,2765.0,2026-05-21 15:00:00,2926031.0,52.94117647058823,358,3.364485981308407,-28.367875647668395,-31.64400494437577,5.178374804992276,False,False,False,36.0
2026-05-11,017900,광전자,KOSPI,반도체 제조업,"트랜지스터,SMD TR,발광소자,리모콘모듈,발광다이오드(L.E.D),다이오드용웨이퍼팹(Fab) 제조,판매",COMMON,11490,14460,11210,13200,21961121,11210.0,17.752007136485283,2898.867972,1.7134036462380005,1.842558606373057,0.38769230769230767,0.08615384615384615,28.991971454058874,10.0,30.0,2026-05-21,7,ACTIVE_WATCHLIST,10,False,9580.0,True,13660.0,2026-05-21 15:00:00,41787942.0,43.58974358974359,360,42.58872651356993,3.4848484848484906,-5.532503457814664,190.28146149734343,False,False,False,50.5
2026-05-15,018880,한온시스템,KOSPI,일반 목적용 기계 제조업,"자동차용부품(라디에이터,히터,에어콘,압축기,콘덴서,컴퓨레사) 제조,도매",COMMON,5120,5590,4950,5050,62112561,5000.0,1.0000000000000009,3136.6843305,1.6327486217301916,1.6437649879420437,0.734375,0.15625,12.929292929292924,3.0,30.0,2026-05-21,3,ACTIVE_WATCHLIST,10,False,4550.0,True,4820.0,2026-05-21 15:00:00,19635137.0,44.444444444444436,361,5.934065934065935,-4.5544554455445585,-13.774597495527729,31.612183886605482,False,False,True,57.5
2026-05-12,024060,흥구석유,KOSDAQ,기타 전문 도매업,휘발유등,COMMON,15450,18900,15250,15620,12843620,15520.0,0.6443298969072142,2006.173444,5.266256095106052,4.558140145281837,0.8986301369863013,0.0547945205479452,23.934426229508187,33.0,58.0,2026-05-21,6,ACTIVE_WATCHLIST,10,False,14150.0,True,13800.0,2026-05-21 15:00:00,561387.0,50.0,360,-2.473498233215543,-11.651728553137009,-26.984126984126988,4.370940591515477,False,False,False,31.75
2026-05-11,024840,KBI메탈,KOSDAQ,1차 비철금속 제조업,"동ROD, 모터코어",COMMON,10390,11760,9280,9980,16352150,9300.0,7.311827956989236,1631.94457,1.7095473317636907,3.1922322794331883,0.5524193548387096,0.28225806451612906,26.724137931034477,16.0,62.0,2026-05-21,7,ACTIVE_WATCHLIST,10,False,6420.0,True,6890.0,2026-05-21 15:00:00,3026877.0,50.0,323,7.3208722741433085,-30.961923847695395,-41.41156462585034,18.510575061994906,False,False,False,40.5
2026-05-13,025820,이구산업,KOSPI,1차 비철금속 제조업,"동판.조,황동판.조,인청동판.조 제조,임가공/부동산 임대",COMMON,6100,7170,6000,6760,13275318,5940.0,13.804713804713797,897.4114968,9.379123933799313,10.55217431197801,0.3504273504273504,0.08547008547008547,19.500000000000007,21.0,103.0,2026-05-21,5,ACTIVE_WATCHLIST,10,False,5610.0,True,5630.0,2026-05-21 15:00:00,685326.0,42.857142857142854,358,0.35650623885918886,-16.71597633136095,-21.478382147838214,5.162407408997661,False,False,False,24.0
2026-05-19,027360,아주IB투자,KOSDAQ,기타 금융업,,COMMON,17450,19950,16300,17280,38676367,17010.0,1.5873015873015817,6683.2762176,2.0117999718664854,2.2022608013028604,0.684931506849315,0.2684931506849315,22.39263803680982,6.0,9.0,2026-05-21,1,ACTIVE_WATCHLIST,10,False,17280.0,True,16090.0,2026-05-21 15:00:00,10283663.0,38.888888888888886,361,-6.88657407407407,-6.88657407407407,-19.348370927318292,26.589009769195748,False,False,False,44.0
2026-05-07,028050,삼성E&A,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업","산업설비,건물,구축물,토목시설의 설계,시공,공사감리",COMMON,60000,67300,59800,64400,13927246,53000.0,21.509433962264147,8969.146424,3.342885082092158,4.187480510400478,0.38666666666666666,0.02666666666666667,12.541806020066893,25.0,8.0,2026-05-21,9,ACTIVE_WATCHLIST,10,False,49250.0,True,51300.0,2026-05-21 15:00:00,2012267.0,57.142857142857146,360,4.162436548223347,-20.341614906832294,-23.774145616641906,14.44842002503582,False,False,False,42.0
