signal_date,strategy,strategy_label,buy_day,selected_stock_count,capital_return_h5_close_pct,equity_h5_close,cum_return_h5_close_pct,drawdown_pct,selected_stock_names,recent20_risk_state,no_trade_bad_day
2025-07-02,BEST_OF_TOP3_ORACLE,Post-outcome best of top3; reference ceiling only,True,1,10.966057441253271,774.9369786255239,77393.69786255239,0.0,카카오페이,False,True
2025-07-03,BEST_OF_TOP3_ORACLE,Post-outcome best of top3; reference ceiling only,True,1,11.726804123711345,865.812320191146,86481.2320191146,0.0,카카오페이,False,True
2025-07-04,BEST_OF_TOP3_ORACLE,Post-outcome best of top3; reference ceiling only,True,1,6.444444444444453,921.6091141590199,92060.911415902,0.0,지에프씨생명과학,False,True
2025-07-07,BEST_OF_TOP3_ORACLE,Post-outcome best of top3; reference ceiling only,True,1,18.969555035128806,1096.4342622781783,109543.42622781782,0.0,지에프씨생명과학,False,True
2025-07-08,BEST_OF_TOP3_ORACLE,Post-outcome best of top3; reference ceiling only,True,1,10.762331838565032,1214.4361559762783,121343.61559762782,0.0,지에프씨생명과학,False,True
2025-07-09,BEST_OF_TOP3_ORACLE,Post-outcome best of top3; reference ceiling only,True,1,6.765676567656764,1296.6009784103169,129560.09784103169,0.0,삼성전자,False,True
2025-07-10,BEST_OF_TOP3_ORACLE,Post-outcome best of top3; reference ceiling only,True,1,9.34426229508196,1417.7587747535758,141675.87747535759,0.0,삼성전자,False,True
2025-07-11,BEST_OF_TOP3_ORACLE,Post-outcome best of top3; reference ceiling only,True,1,7.532051282051277,1524.545092723797,152354.5092723797,0.0,삼성전자,False,True
2025-07-14,BEST_OF_TOP3_ORACLE,Post-outcome best of top3; reference ceiling only,True,1,13.338856669428337,1727.9019775030276,172690.19775030276,0.0,두산에너빌리티,True,True
2025-07-15,BEST_OF_TOP3_ORACLE,Post-outcome best of top3; reference ceiling only,True,1,3.937007874015741,1795.9296144125956,179492.96144125957,0.0,삼성전자,True,True
2025-07-16,BEST_OF_TOP3_ORACLE,Post-outcome best of top3; reference ceiling only,True,1,11.766494375190018,2007.2475714748255,200624.75714748254,0.0,KBI동양철관,True,False
2025-07-17,BEST_OF_TOP3_ORACLE,Post-outcome best of top3; reference ceiling only,True,1,3.154574132492116,2070.5676841396466,206956.76841396466,0.0,두산에너빌리티,True,True
2025-07-18,BEST_OF_TOP3_ORACLE,Post-outcome best of top3; reference ceiling only,True,1,2.0123839009287936,2112.235454873107,211123.54548731068,0.0,두산에너빌리티,True,False
2025-07-21,BEST_OF_TOP3_ORACLE,Post-outcome best of top3; reference ceiling only,True,1,3.834808259587019,2193.2356345585063,219223.5634558506,0.0,삼성전자,True,True
2025-07-22,BEST_OF_TOP3_ORACLE,Post-outcome best of top3; reference ceiling only,True,1,7.132018209408186,2349.657599390448,234865.7599390448,0.0,삼성전자,False,False
2025-07-23,BEST_OF_TOP3_ORACLE,Post-outcome best of top3; reference ceiling only,True,1,9.502262443438925,2572.928231006735,257192.8231006735,0.0,삼성전자,False,False
2025-07-24,BEST_OF_TOP3_ORACLE,Post-outcome best of top3; reference ceiling only,True,1,7.93650793650793,2777.1288842612375,277612.88842612377,0.0,삼성전자,False,False
2025-07-25,BEST_OF_TOP3_ORACLE,Post-outcome best of top3; reference ceiling only,True,1,4.950495049504955,2914.610512194962,291361.05121949624,0.0,삼성전자,False,False
