d0_date,stock_code,stock_name,market,sector,industry,stock_type,d0_open,d0_high,d0_low,d0_close,d0_volume,d0_prev_close,d0_pct_change,d0_trading_value_proxy_eok,d0_volume_vs_20d,d0_value_vs_20d,d0_upper_shadow_ratio,d0_lower_shadow_ratio,d0_range_pct,d0_volume_rank,d0_value_rank,signal_date,trading_day_age,duplicate_active_event_dropped,signal_prev_close,entry_1500_available,entry_1500_price,entry_1500_dt,signal_volume_to_1500,rsi14_signal_1500,signal_minute_rows_to_1500,signal_day_pct_change_1500,signal_vs_d0_close_pct,signal_vs_d0_high_pct,signal_volume_retention_vs_d0,pool_f_base,pool_f_refined_d0,pool_signal_balanced,daily3_active_score,entry_price_1500,signal_trading_value_to_1500_eok,source_universe,selection_feature_scope,v2_score_total_100,v2_candle_score,v2_pullback_score,v2_liquidity_score,v2_risk_penalty_norm,v2_amount_limit_pass,v2_volume_filter_pass,v2_change_filter_pass,v2_valid,source_model_key,source_model_label,source_rank
2025-04-04,013990,아가방컴퍼니,KOSDAQ,생활용품 도매업,유아용 의류 및 용품,COMMON,5700,7110,5140,6740,10014986,5580.0,20.78853046594982,675.0100564,22.615296113449233,28.489042850133366,0.18781725888324874,0.28426395939086296,38.32684824902724,22.0,57.0,2025-04-07,1,False,6740.0,True,8090.0,2025-04-07 15:00:00,11059486.0,70.96774193548387,357,20.029673590504448,20.029673590504448,13.783403656821381,110.42937054530083,False,False,False,56.0,8090.0,894.7124174,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,73.689404,0.96691,0.764286,0.514655,0.15,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,2
2025-04-04,003310,대주산업,KOSDAQ,동물용 사료 및 조제식품 제조업,배합사료,COMMON,1694,2140,1659,2040,14951281,1720.0,18.60465116279071,305.0061324,10.751958855239579,12.627321203289108,0.2079002079002079,0.07276507276507277,28.993369499698613,15.0,108.0,2025-04-07,1,False,2040.0,True,2265.0,2025-04-07 15:00:00,21018927.0,44.827586206896555,357,11.029411764705888,11.029411764705888,5.841121495327095,140.58278350865052,False,False,True,30.0,2265.0,476.07869655,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,71.382226,0.949337,0.764286,0.342154,0.15,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,3
2025-04-07,241520,DSC인베스트먼트,KOSDAQ,신탁업 및 집합투자업,투자조합 결성 및 투자,COMMON,4755,5640,4650,5430,14113713,4485.0,21.07023411371238,766.3746159,3.6220958757273003,3.872344528746601,0.21212121212121213,0.10606060606060606,21.29032258064516,12.0,43.0,2025-04-08,1,False,5430.0,True,5890.0,2025-04-08 15:00:00,17316539.0,57.57575757575758,359,8.47145488029466,8.47145488029466,4.432624113475181,122.69300785696862,False,False,True,38.0,5890.0,1019.9441471,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,76.52311,0.945644,0.764286,0.542221,0.0,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,1
2025-04-07,084690,대상홀딩스,KOSPI,기타 금융업,지주회사,COMMON,14460,17530,14190,16650,10494065,14010.0,18.843683083511785,1747.2618225,7.001733408683457,9.052502621168852,0.2634730538922156,0.08083832335329341,23.53770260747005,18.0,9.0,2025-04-08,1,False,16650.0,True,16720.0,2025-04-08 15:00:00,4620205.0,64.28571428571428,360,0.42042042042043093,0.42042042042043093,-4.6206503137478645,44.02683802701813,False,False,True,85.0,16720.0,772.498276,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,74.535168,0.603669,0.872663,0.721179,0.15,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,2
2025-04-07,339950,아이비김영,KOSDAQ,일반 교습 학원,"오프라인 학원, 온라인강의",COMMON,2555,3065,2390,3065,17555802,2360.0,29.8728813559322,538.0853313,58.7330303420612,83.30761581949116,0.0,0.24444444444444444,28.24267782426778,11.0,65.0,2025-04-08,1,False,3065.0,True,3010.0,2025-04-08 15:00:00,20141263.0,52.0,358,-1.7944535073409429,-1.7944535073409429,-1.7944535073409429,114.72710275497523,False,False,True,74.0,3010.0,606.2520163,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,72.930465,0.884642,0.905278,0.465426,0.5,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,3
2025-04-08,241520,DSC인베스트먼트,KOSDAQ,신탁업 및 집합투자업,투자조합 결성 및 투자,COMMON,5320,6230,5240,5890,18041873,5430.0,8.47145488029466,1062.6663197,4.040524764440193,4.634207506260379,0.3434343434343434,0.08080808080808081,18.893129770992367,12.0,22.0,2025-04-09,1,False,5890.0,True,6140.0,2025-04-09 15:00:00,15358574.0,54.285714285714285,360,4.244482173174879,4.244482173174879,-1.4446227929374,85.12738117600097,True,False,True,76.0,6140.0,943.0164436,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,74.284897,0.673721,0.813636,0.613198,0.0,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,1
2025-04-07,065500,오리엔트정공,KOSDAQ,자동차 신품 부품 제조업,"하우징, 리테이너베어링",COMMON,13180,14750,13150,14370,17777911,13170.0,9.111617312072884,2554.6858107,0.9218676060920373,1.1513187563991387,0.2375,0.01875,12.167300380228136,10.0,4.0,2025-04-09,2,False,14480.0,True,14550.0,2025-04-09 15:00:00,11268561.0,55.88235294117647,361,0.4834254143646355,1.2526096033402823,-1.3559322033898313,63.38518063230264,True,False,True,89.75,14550.0,1639.5756255,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,65.327837,0.783754,0.592423,0.803669,0.0,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,2
2025-04-02,098070,한텍,KOSDAQ,일반 목적용 기계 제조업,"열교환기 등 화공기기, 저장용 탱크",COMMON,25250,31450,24700,31450,11261551,24200.0,29.95867768595042,3541.7577895,1.3880707762721234,1.5034396821962004,0.0,0.08148148148148149,27.327935222672068,18.0,4.0,2025-04-09,5,False,32450.0,True,32650.0,2025-04-09 15:00:00,7949708.0,35.9375,354,0.6163328197226425,3.8155802861685295,3.8155802861685295,70.59159080307855,False,False,True,68.0,32650.0,2595.579662,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,63.716972,1.0,0.589076,0.874609,0.35,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,3
2025-04-09,448900,한국피아이엠,KOSDAQ,자동차 신품 부품 제조업,"내연기관 부품(터보차저, DCT변속기), IT 부품(스마트워치/스마트링), 자율주행 부품(카메라 모듈 케이스)",COMMON,14000,16800,13550,15740,14983531,13190.0,19.332827899924187,2358.4077794,5.937878627650048,6.062574994992138,0.3261538461538461,0.13846153846153847,23.985239852398525,11.0,7.0,2025-04-10,1,False,15740.0,True,16410.0,2025-04-10 15:00:00,9958093.0,40.322580645161295,360,4.256670902160109,4.256670902160109,-2.3214285714285743,66.46025559662806,False,False,True,71.0,16410.0,1634.1230613,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,84.848123,0.696631,0.946684,0.786309,0.0,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,1
2025-04-09,005010,휴스틸,KOSPI,1차 철강 제조업,"강관(배관용,구조용,유정용) 제조,도매",COMMON,5220,5430,4765,5110,12077899,4610.0,10.845986984815625,617.1806389,2.787983368032798,2.373286552341205,0.3157894736842105,0.518796992481203,13.955928646379853,13.0,45.0,2025-04-10,1,False,5110.0,True,5250.0,2025-04-10 15:00:00,2204805.0,78.94736842105263,361,2.7397260273972712,2.7397260273972712,-3.314917127071826,18.254871977319898,False,False,False,58.0,5250.0,115.7522625,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,78.985192,0.62085,0.931229,0.495206,0.0,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,2
2025-04-09,241520,DSC인베스트먼트,KOSDAQ,신탁업 및 집합투자업,투자조합 결성 및 투자,COMMON,5860,6490,5810,6280,16119555,5890.0,6.621392190152808,1012.308054,3.0552284461826793,3.645015631240127,0.3088235294117647,0.07352941176470588,11.703958691910499,10.0,24.0,2025-04-10,1,False,6280.0,True,6350.0,2025-04-10 15:00:00,9435200.0,52.631578947368425,361,1.1146496815286566,1.1146496815286566,-2.157164869029271,58.53263318993608,True,False,True,90.0,6350.0,599.1352,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,74.441041,0.624562,0.835984,0.602656,0.0,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,3
2025-04-03,475460,미트박스,KOSDAQ,기타 정보 서비스업,축산물 도소매 판매 및 중개,COMMON,11180,14030,11150,13750,11592240,11230.0,22.439893143365985,1593.933,19.23373758686797,23.991589574473586,0.09722222222222222,0.010416666666666666,25.829596412556054,14.0,10.0,2025-04-11,6,False,12950.0,True,13350.0,2025-04-11 15:00:00,2493063.0,33.33333333333333,360,3.0888030888030826,-2.9090909090909056,-4.84675694939416,21.506309393180263,False,False,True,63.75,13350.0,332.8239105,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,75.111308,0.688423,0.854898,0.701235,0.15,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,1
2025-04-10,098070,한텍,KOSDAQ,일반 목적용 기계 제조업,"열교환기 등 화공기기, 저장용 탱크",COMMON,32900,42750,32250,42750,11399851,32900.0,29.93920972644377,4873.4363025,1.4951851131128882,2.1228657755908165,0.0,0.06190476190476191,32.55813953488372,16.0,3.0,2025-04-11,1,False,42750.0,True,41650.0,2025-04-11 15:00:00,6650619.0,29.545454545454547,361,-2.5730994152046827,-2.5730994152046827,-2.5730994152046827,58.33952566573019,False,False,True,75.0,41650.0,2769.9828135,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,73.877677,0.834586,0.802891,0.943918,0.35,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,2
2025-04-09,092790,넥스틸,KOSPI,1차 철강 제조업,"OCTG Pipe, Line Pipe, Standard Pipe, 일반관",COMMON,13300,14250,12430,14090,11965447,11160.0,26.254480286738357,1685.9314823,3.4965467083273487,3.1309265667114676,0.08791208791208792,0.47802197802197804,14.641995172968624,14.0,11.0,2025-04-11,2,False,14980.0,True,15130.0,2025-04-11 15:00:00,3557526.0,58.33333333333334,361,1.001335113484636,7.381121362668552,6.175438596491234,29.731659836861922,False,False,True,58.75,15130.0,538.2536838,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,72.633238,1.0,0.764286,0.71342,0.35,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,3
2025-04-11,097230,HJ중공업,KOSPI,토목 건설업,"선박건조,기계플랜트 제조/토목공사,건축공사,조경공사,전기공사,가스공사,준설공사,기계설비공사",COMMON,7310,8530,7190,8250,11922884,6880.0,19.91279069767442,983.63793,8.000051531488323,9.561896987257803,0.208955223880597,0.08955223880597014,18.636995827538247,19.0,21.0,2025-04-14,1,False,8250.0,True,8280.0,2025-04-14 15:00:00,4810222.0,43.47826086956522,361,0.363636363636366,0.363636363636366,-2.9308323563892125,40.34445021858805,False,False,True,85.0,8280.0,398.2863816,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,84.072604,0.760004,0.994565,0.596418,0.15,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,1
2025-04-07,462860,더즌,KOSDAQ,전기 통신업,디지털뱅킹 솔루션(B2B 금융 서비스),COMMON,2236,2840,2066,2710,33471253,2313.0,17.163856463467365,907.0709563,1.9891321501223311,2.0018181073166654,0.16795865633074936,0.21963824289405684,37.463697967086155,3.0,34.0,2025-04-14,5,False,2706.0,True,2746.0,2025-04-14 15:00:00,2660983.0,39.39393939393939,361,1.4781966001478297,1.3284132841328455,-3.309859154929573,7.950054932213025,False,False,False,73.0,2746.0,73.07059318,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,79.262367,0.77151,0.865777,0.578821,0.0,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,2
2025-04-11,452450,피아이이,KOSDAQ,특수 목적용 기계 제조업,AI 비전 솔루션 및 스마트팩토리 솔루션,COMMON,7530,9240,7510,8610,11500664,7700.0,11.818181818181817,990.2071704,3.4790165025182467,3.036103149171844,0.36416184971098264,0.011560693641618497,23.03595206391478,21.0,20.0,2025-04-14,1,False,8610.0,True,9740.0,2025-04-14 15:00:00,13014330.0,50.0,360,13.12427409988386,13.12427409988386,5.411255411255422,113.1615531068467,False,False,False,54.0,9740.0,1267.595742,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,73.909532,0.809303,0.76098,0.597863,0.0,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,3
2025-04-07,462860,더즌,KOSDAQ,전기 통신업,디지털뱅킹 솔루션(B2B 금융 서비스),COMMON,2236,2840,2066,2710,33471253,2313.0,17.163856463467365,907.0709563,1.9891321501223311,2.0018181073166654,0.16795865633074936,0.21963824289405684,37.463697967086155,3.0,34.0,2025-04-15,6,False,2750.0,True,2756.0,2025-04-15 15:00:00,669570.0,46.55172413793104,360,0.21818181818182847,1.697416974169741,-2.9577464788732355,2.00043302830641,False,False,False,72.75,2756.0,18.4533492,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,81.050317,0.794145,0.886803,0.578821,0.0,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,1
2025-04-14,452450,피아이이,KOSDAQ,특수 목적용 기계 제조업,AI 비전 솔루션 및 스마트팩토리 솔루션,COMMON,8630,10120,8630,9620,13427684,8610.0,11.730545876887334,1291.7432008,3.630504717056697,3.6411953908933024,0.33557046979865773,0.0,17.265353418308226,13.0,14.0,2025-04-15,1,False,9620.0,True,9750.0,2025-04-15 15:00:00,3771162.0,55.0,361,1.3513513513513598,1.3513513513513598,-3.65612648221344,28.08497727530675,False,False,True,75.0,9750.0,367.688295,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,81.005358,0.59769,0.943548,0.655588,0.0,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,2
2025-04-03,475460,미트박스,KOSDAQ,기타 정보 서비스업,축산물 도소매 판매 및 중개,COMMON,11180,14030,11150,13750,11592240,11230.0,22.439893143365985,1593.933,19.23373758686797,23.991589574473586,0.09722222222222222,0.010416666666666666,25.829596412556054,14.0,10.0,2025-04-15,8,False,12870.0,True,14810.0,2025-04-15 15:00:00,6767381.0,57.352941176470594,359,15.073815073815066,7.70909090909091,5.559515324305053,58.37854461260291,False,False,False,67.25,14810.0,1002.2491261,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,76.49785,1.0,0.764286,0.701235,0.15,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,3
2025-04-14,452450,피아이이,KOSDAQ,특수 목적용 기계 제조업,AI 비전 솔루션 및 스마트팩토리 솔루션,COMMON,8630,10120,8630,9620,13427684,8610.0,11.730545876887334,1291.7432008,3.630504717056697,3.6411953908933024,0.33557046979865773,0.0,17.265353418308226,13.0,14.0,2025-04-16,2,False,9750.0,True,9780.0,2025-04-16 15:00:00,5779929.0,41.66666666666667,361,0.3076923076922977,1.6632016632016633,-3.359683794466406,43.04486909283835,False,False,True,84.75,9780.0,565.2770562,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,82.852243,0.616747,0.96684,0.655588,0.0,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,1
2025-04-09,005010,휴스틸,KOSPI,1차 철강 제조업,"강관(배관용,구조용,유정용) 제조,도매",COMMON,5220,5430,4765,5110,12077899,4610.0,10.845986984815625,617.1806389,2.787983368032798,2.373286552341205,0.3157894736842105,0.518796992481203,13.955928646379853,13.0,45.0,2025-04-16,5,False,5570.0,True,5280.0,2025-04-16 15:00:00,1604975.0,50.0,361,-5.206463195691202,3.326810176125239,-2.7624309392265234,13.288528079262793,False,False,True,53.0,5280.0,84.74268,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,80.145851,0.656367,0.937307,0.495206,0.0,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,2
2025-04-03,475460,미트박스,KOSDAQ,기타 정보 서비스업,축산물 도소매 판매 및 중개,COMMON,11180,14030,11150,13750,11592240,11230.0,22.439893143365985,1593.933,19.23373758686797,23.991589574473586,0.09722222222222222,0.010416666666666666,25.829596412556054,14.0,10.0,2025-04-16,9,False,15800.0,True,15440.0,2025-04-16 15:00:00,3517253.0,65.3409090909091,361,-2.278481012658229,12.290909090909086,10.049893086243756,30.341443931457597,False,False,True,61.0,15440.0,543.0638632,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,76.49785,1.0,0.764286,0.701235,0.15,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,3
2025-04-14,382150,온코크로스,KOSDAQ,자연과학 및 공학 연구개발업,AI플랫폼 기반 신약개발 용역서비스,COMMON,11330,13590,11280,12630,14773089,11420.0,10.595446584938696,1865.8411407,5.6947020508821815,6.443018436856399,0.4155844155844156,0.021645021645021644,20.47872340425532,12.0,9.0,2025-04-17,3,False,13350.0,True,13090.0,2025-04-17 15:00:00,1102935.0,33.33333333333333,361,-1.9475655430711614,3.64212193190816,-3.679175864606332,7.465838728785836,False,False,False,45.5,13090.0,144.3741915,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,78.473297,0.505558,0.921099,0.735437,0.0,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,1
2025-04-14,452450,피아이이,KOSDAQ,특수 목적용 기계 제조업,AI 비전 솔루션 및 스마트팩토리 솔루션,COMMON,8630,10120,8630,9620,13427684,8610.0,11.730545876887334,1291.7432008,3.630504717056697,3.6411953908933024,0.33557046979865773,0.0,17.265353418308226,13.0,14.0,2025-04-17,3,False,9650.0,True,9690.0,2025-04-17 15:00:00,1662349.0,50.0,361,0.4145077720207224,0.7276507276507305,-4.249011857707508,12.380012815314986,False,False,True,74.5,9690.0,161.0816181,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,77.311588,0.559576,0.896964,0.655588,0.0,True,True,True,True,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,2
