signal_date,stock_code,stock_name,entry_1500_price,entry_price_1500,d0_date,trading_day_age,d0_trading_value_proxy_eok,signal_vs_d0_high_pct,signal_vs_d0_close_pct,signal_volume_retention_vs_d0,signal_day_pct_change_1500,rsi14_signal_1500,daily3_active_score,stock_name_eodsrc,eod_rank,eod_model_key,eod_model_label,entry_1500_price_eodsrc,entry_price_1500_eodsrc,d0_date_eodsrc,trading_day_age_eodsrc,d0_trading_value_proxy_eok_eodsrc,signal_vs_d0_high_pct_eodsrc,signal_vs_d0_close_pct_eodsrc,signal_volume_retention_vs_d0_eodsrc,signal_day_pct_change_1500_eodsrc,rsi14_signal_1500_eodsrc,daily3_active_score_eodsrc,stock_name_v2src,v2_rank,v2_model_key,v2_model_label,entry_1500_price_v2src,entry_price_1500_v2src,d0_date_v2src,trading_day_age_v2src,d0_trading_value_proxy_eok_v2src,signal_vs_d0_high_pct_v2src,signal_vs_d0_close_pct_v2src,signal_volume_retention_vs_d0_v2src,signal_day_pct_change_1500_v2src,rsi14_signal_1500_v2src,daily3_active_score_v2src,v2_score_total_100,stock_name_humansrc,human_rank,human_model_key,human_model_label,entry_1500_price_humansrc,entry_price_1500_humansrc,d0_date_humansrc,trading_day_age_humansrc,d0_trading_value_proxy_eok_humansrc,signal_vs_d0_high_pct_humansrc,signal_vs_d0_close_pct_humansrc,signal_volume_retention_vs_d0_humansrc,signal_day_pct_change_1500_humansrc,rsi14_signal_1500_humansrc,daily3_active_score_humansrc,human_score,candidate_weak_flag_count,candidate_weak,in_eod_active_top3,in_v2_hybrid_top3,in_human_proxy_top3,candidate_pool_source_count,consensus_score,rank_score,path_score,risk_control_score,liquidity_score,manual_proxy_score,market_condition_score,v3_variant,variant_bonus,total_score,v3_rank,selected_top3
2025-04-03,052220,iMBC,5370.0,5370.0,2025-04-01,2,1005.7664936,2.091254752851701,2.091254752851701,105.05870602408783,6.126482213438744,60.526315789473685,82.75,,9999.0,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,,,,iMBC,2.0,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,5370.0,5370.0,2025-04-01,2.0,1005.7664936,2.091254752851701,2.091254752851701,105.05870602408783,6.126482213438744,60.526315789473685,82.75,92.510638,0.0,False,False,False,True,1,20.0,8.0,90.0,85.0,65.0,92.510638,50.0,V3_C_RISK_CONTROL,0.0,57.675532,2,True
2025-04-03,008970,KBI동양철관,2048.0,2048.0,2025-04-02,1,737.97607248,-5.622119815668203,0.7378258730939447,76.86208176693593,0.7378258730939447,40.57971014492754,88.0,,9999.0,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,,,,KBI동양철관,3.0,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,2048.0,2048.0,2025-04-02,1.0,737.97607248,-5.622119815668203,0.7378258730939447,76.86208176693593,0.7378258730939447,40.57971014492754,88.0,89.255319,0.0,False,False,False,True,1,20.0,4.0,90.0,85.0,55.0,89.255319,50.0,V3_C_RISK_CONTROL,0.0,56.612766,3,True
2025-04-03,098070,한텍,32750.0,32750.0,2025-04-02,1,3541.7577895,4.133545310015907,4.133545310015907,64.69297168747005,4.133545310015907,65.67164179104478,63.0,,9999.0,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,,,,한텍,1.0,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,32750.0,32750.0,2025-04-02,1.0,3541.7577895,4.133545310015907,4.133545310015907,64.69297168747005,4.133545310015907,65.67164179104478,63.0,94.06383,0.0,False,False,False,True,1,20.0,12.0,78.0,85.0,65.0,94.06383,50.0,V3_C_RISK_CONTROL,0.0,56.353192,4,False
2025-04-03,005930,삼성전자,57300.0,57300.0,2025-04-01,2,8138.923128,-3.8590604026845665,-2.5510204081632626,123.3666139130538,-2.5510204081632626,50.0,51.75,삼성전자,1.0,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,57300.0,57300.0,2025-04-01,2.0,8138.923128,-3.8590604026845665,-2.5510204081632626,123.3666139130538,-2.5510204081632626,50.0,51.75,,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,1,20.0,15.0,84.0,85.0,75.0,50.0,50.0,V3_C_RISK_CONTROL,0.0,55.85,5,False
2025-04-03,007110,일신석재,2060.0,2060.0,2025-04-01,2,320.17538235,-0.9615384615384581,2.7431421446383997,35.54274143900308,1.4778325123152802,40.0,77.75,,9999.0,,,,,,,,,,,,,,일신석재,2.0,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,2060.0,2060.0,2025-04-01,2.0,320.17538235,-0.9615384615384581,2.7431421446383997,35.54274143900308,1.4778325123152802,40.0,77.75,72.416854,,,,,,,,,,,,,,,,,,,False,True,False,1,25.0,10.0,83.6042135,85.0,55.0,50.0,50.0,V3_C_RISK_CONTROL,0.0,55.540632,6,False
2025-04-03,199550,레이저옵텍,10465.0,10465.0,2025-03-28,4,1386.835008,-2.877030162412997,4.817708333333326,32.837654308766915,4.222686983368185,22.35294117647058,60.25,,9999.0,,,,,,,,,,,,,,레이저옵텍,3.0,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,10465.0,10465.0,2025-03-28,4.0,1386.835008,-2.877030162412997,4.817708333333326,32.837654308766915,4.222686983368185,22.35294117647058,60.25,69.533532,,,,,,,,,,,,,,,,,,,False,True,False,1,25.0,5.0,70.883383,80.0,65.0,50.0,50.0,V3_C_RISK_CONTROL,0.0,52.132507,7,False
2025-04-03,034020,두산에너빌리티,23550.0,23550.0,2025-03-21,9,4341.0978,-14.82820976491862,-12.777777777777777,18.17753172941646,-1.6701461377870541,41.66666666666667,56.0,두산에너빌리티,3.0,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,23550.0,23550.0,2025-03-21,9.0,4341.0978,-14.82820976491862,-12.777777777777777,18.17753172941646,-1.6701461377870541,41.66666666666667,56.0,,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,1,20.0,5.0,13.0,33.0,65.0,50.0,50.0,V3_C_RISK_CONTROL,0.0,28.1,8,False
2025-04-04,308100,형지글로벌,6822.0,6822.0,2025-04-02,2,1123.11629912,8.011399620012671,8.011399620012671,84.14817230063386,8.011399620012671,53.09017223910841,68.75,,9999.0,,,,,,,,,,,,,,형지글로벌,3.0,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,6822.0,6822.0,2025-04-02,2.0,1123.11629912,8.011399620012671,8.011399620012671,84.14817230063386,8.011399620012671,53.09017223910841,68.75,68.653153,형지글로벌,2.0,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,6822.0,6822.0,2025-04-02,2.0,1123.11629912,8.011399620012671,8.011399620012671,84.14817230063386,8.011399620012671,53.09017223910841,68.75,92.06383,0.0,False,False,True,True,2,45.0,13.0,84.66328825,85.0,65.0,92.06383,50.0,V3_C_RISK_CONTROL,0.0,63.602685,1,True
2025-04-04,475460,미트박스,13640.0,13640.0,2025-04-03,1,1593.933,-2.7797576621525266,-0.8000000000000007,53.73965687390875,-0.8000000000000007,67.64705882352942,89.0,,9999.0,,,,,,,,,,,,,,미트박스,1.0,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,13640.0,13640.0,2025-04-03,1.0,1593.933,-2.7797576621525266,-0.8000000000000007,53.73965687390875,-0.8000000000000007,67.64705882352942,89.0,85.874016,,,,,,,,,,,,,,,,,,,False,True,False,1,40.0,15.0,86.968504,85.0,65.0,50.0,50.0,V3_C_RISK_CONTROL,0.0,60.795276,2,True
2025-04-04,007110,일신석재,2240.0,2240.0,2025-04-01,3,320.17538235,7.692307692307687,11.72069825436408,131.07228092297458,8.737864077669899,64.42307692307692,37.5,,9999.0,,,,,,,,,,,,,,일신석재,2.0,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,2240.0,2240.0,2025-04-01,3.0,320.17538235,7.692307692307687,11.72069825436408,131.07228092297458,8.737864077669899,64.42307692307692,37.5,69.17357,일신석재,3.0,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,2240.0,2240.0,2025-04-01,3.0,320.17538235,7.692307692307687,11.72069825436408,131.07228092297458,8.737864077669899,64.42307692307692,37.5,91.117021,0.0,False,False,True,True,2,45.0,14.0,76.7933925,80.0,55.0,91.117021,50.0,V3_C_RISK_CONTROL,0.0,60.47486,3,True
2025-04-04,005930,삼성전자,56000.0,56000.0,2025-04-01,3,8138.923128,-6.040268456375841,-4.761904761904767,149.00049892693863,-2.777777777777779,50.0,51.5,삼성전자,1.0,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,56000.0,56000.0,2025-04-01,3.0,8138.923128,-6.040268456375841,-4.761904761904767,149.00049892693863,-2.777777777777779,50.0,51.5,,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,1,20.0,15.0,84.0,80.0,75.0,50.0,50.0,V3_C_RISK_CONTROL,0.0,54.35,4,False
2025-04-04,004770,써니전자,3055.0,3055.0,2025-04-03,1,255.7588895,15.065913370998118,30.000000000000004,285.27248531863836,30.000000000000004,50.0,40.0,,9999.0,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,,,,써니전자,1.0,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,3055.0,3055.0,2025-04-03,1.0,255.7588895,15.065913370998118,30.000000000000004,285.27248531863836,30.000000000000004,50.0,40.0,98.468085,0.0,False,False,False,True,1,20.0,12.0,62.0,85.0,50.0,98.468085,50.0,V3_C_RISK_CONTROL,0.0,53.423404,5,False
2025-04-04,065500,오리엔트정공,13900.0,13900.0,2025-04-02,2,7978.1339869,-17.605216360403087,-12.523599748269355,106.35598885695119,-10.553410553410558,54.05405405405405,58.75,오리엔트정공,2.0,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,13900.0,13900.0,2025-04-02,2.0,7978.1339869,-17.605216360403087,-12.523599748269355,106.35598885695119,-10.553410553410558,54.05405405405405,58.75,,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,1,20.0,10.0,32.0,73.0,75.0,50.0,50.0,V3_C_RISK_CONTROL,0.0,43.95,6,False
2025-04-04,034020,두산에너빌리티,23000.0,23000.0,2025-03-21,10,4341.0978,-16.817359855334534,-14.814814814814813,55.19871079614931,-2.5423728813559365,71.42857142857143,55.75,두산에너빌리티,3.0,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,23000.0,23000.0,2025-03-21,10.0,4341.0978,-16.817359855334534,-14.814814814814813,55.19871079614931,-2.5423728813559365,71.42857142857143,55.75,,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,1,20.0,5.0,28.0,48.0,65.0,50.0,50.0,V3_C_RISK_CONTROL,0.0,34.85,7,False
2025-04-07,003310,대주산업,2265.0,2265.0,2025-04-04,1,305.0061324,5.841121495327095,11.029411764705888,140.58278350865052,11.029411764705888,44.827586206896555,30.0,,9999.0,,,,,,,,,,,,,,대주산업,3.0,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,2265.0,2265.0,2025-04-04,1.0,305.0061324,5.841121495327095,11.029411764705888,140.58278350865052,11.029411764705888,44.827586206896555,30.0,71.382226,대주산업,3.0,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,2265.0,2265.0,2025-04-04,1.0,305.0061324,5.841121495327095,11.029411764705888,140.58278350865052,11.029411764705888,44.827586206896555,30.0,94.276596,0.0,False,False,True,True,2,45.0,9.0,77.3455565,85.0,55.0,94.276596,50.0,V3_C_RISK_CONTROL,0.0,61.715663,1,True
2025-04-07,013990,아가방컴퍼니,8090.0,8090.0,2025-04-04,1,675.0100564,13.783403656821381,20.029673590504448,110.42937054530083,20.029673590504448,70.96774193548387,56.0,,9999.0,,,,,,,,,,,,,,아가방컴퍼니,2.0,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,8090.0,8090.0,2025-04-04,1.0,675.0100564,13.783403656821381,20.029673590504448,110.42937054530083,20.029673590504448,70.96774193548387,56.0,73.689404,아가방컴퍼니,1.0,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,8090.0,8090.0,2025-04-04,1.0,675.0100564,13.783403656821381,20.029673590504448,110.42937054530083,20.029673590504448,70.96774193548387,56.0,96.489362,0.0,False,False,True,True,2,45.0,22.0,66.92235099999999,85.0,55.0,96.489362,50.0,V3_C_RISK_CONTROL,0.0,61.562821,2,True
2025-04-07,475460,미트박스,13910.0,13910.0,2025-04-03,2,1593.933,-0.8553100498930877,1.1636363636363667,39.692043988047175,1.0901162790697638,51.16279069767442,94.75,,9999.0,,,,,,,,,,,,,,미트박스,1.0,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,13910.0,13910.0,2025-04-03,2.0,1593.933,-0.8553100498930877,1.1636363636363667,39.692043988047175,1.0901162790697638,51.16279069767442,94.75,79.382824,,,,,,,,,,,,,,,,,,,False,True,False,1,40.0,15.0,85.345706,85.0,65.0,50.0,50.0,V3_C_RISK_CONTROL,0.0,60.551856,3,True
2025-04-07,004770,써니전자,3475.0,3475.0,2025-04-04,1,1033.2575786,13.747954173486088,13.747954173486088,128.13384672134453,13.747954173486088,59.45945945945946,48.0,,9999.0,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,,,,써니전자,2.0,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,3475.0,3475.0,2025-04-04,1.0,1033.2575786,13.747954173486088,13.747954173486088,128.13384672134453,13.747954173486088,59.45945945945946,48.0,95.382979,0.0,False,False,False,True,1,20.0,8.0,67.0,85.0,65.0,95.382979,50.0,V3_C_RISK_CONTROL,0.0,54.369149,4,False
2025-04-07,098070,한텍,30350.0,30350.0,2025-04-02,3,3541.7577895,-3.497615262321141,-3.497615262321141,27.870841236699988,0.0,59.45945945945946,70.5,한텍,3.0,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,30350.0,30350.0,2025-04-02,3.0,3541.7577895,-3.497615262321141,-3.497615262321141,27.870841236699988,0.0,59.45945945945946,70.5,,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,1,20.0,5.0,78.0,80.0,65.0,50.0,50.0,V3_C_RISK_CONTROL,0.0,51.95,5,False
2025-04-07,005930,삼성전자,53500.0,53500.0,2025-04-01,4,8138.923128,-10.23489932885906,-9.013605442176875,201.2677194559688,-4.634581105169344,50.0,43.25,삼성전자,1.0,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,53500.0,53500.0,2025-04-01,4.0,8138.923128,-10.23489932885906,-9.013605442176875,201.2677194559688,-4.634581105169344,50.0,43.25,,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,1,20.0,15.0,42.0,80.0,75.0,50.0,50.0,V3_C_RISK_CONTROL,0.0,48.05,6,False
2025-04-07,065500,오리엔트정공,14030.0,14030.0,2025-04-02,3,7978.1339869,-16.83461766449318,-11.705475141598487,33.73827920563524,6.529992406985574,21.276595744680847,48.5,오리엔트정공,2.0,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,14030.0,14030.0,2025-04-02,3.0,7978.1339869,-16.83461766449318,-11.705475141598487,33.73827920563524,6.529992406985574,21.276595744680847,48.5,,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,1,20.0,10.0,22.0,68.0,75.0,50.0,50.0,V3_C_RISK_CONTROL,0.0,40.95,7,False
2025-04-08,241520,DSC인베스트먼트,5890.0,5890.0,2025-04-07,1,766.3746159,4.432624113475181,8.47145488029466,122.69300785696862,8.47145488029466,57.57575757575758,38.0,,9999.0,,,,,,,,,,,,,,DSC인베스트먼트,1.0,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,5890.0,5890.0,2025-04-07,1.0,766.3746159,4.432624113475181,8.47145488029466,122.69300785696862,8.47145488029466,57.57575757575758,38.0,76.52311,,,,,,,,,,,,,,,,,,,False,True,False,1,40.0,15.0,90.6307775,85.0,55.0,50.0,50.0,V3_C_RISK_CONTROL,0.0,60.844617,1,True
2025-04-08,084690,대상홀딩스,16720.0,16720.0,2025-04-07,1,1747.2618225,-4.6206503137478645,0.42042042042043093,44.02683802701813,0.42042042042043093,64.28571428571428,85.0,,9999.0,,,,,,,,,,,,,,대상홀딩스,2.0,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,16720.0,16720.0,2025-04-07,1.0,1747.2618225,-4.6206503137478645,0.42042042042043093,44.02683802701813,0.42042042042043093,64.28571428571428,85.0,74.535168,,,,,,,,,,,,,,,,,,,False,True,False,1,25.0,10.0,90.133792,85.0,65.0,50.0,50.0,V3_C_RISK_CONTROL,0.0,57.020069,2,True
2025-04-08,339950,아이비김영,3010.0,3010.0,2025-04-07,1,538.0853313,-1.7944535073409429,-1.7944535073409429,114.72710275497523,-1.7944535073409429,52.0,74.0,,9999.0,,,,,,,,,,,,,,아이비김영,3.0,V2_HYBRID_ALIGNED_D0_ACTIVE_TOP3,V2 Hybrid aligned D0 Active Top3,3010.0,3010.0,2025-04-07,1.0,538.0853313,-1.7944535073409429,-1.7944535073409429,114.72710275497523,-1.7944535073409429,52.0,74.0,72.930465,,,,,,,,,,,,,,,,,,,False,True,False,1,25.0,5.0,89.73261625,85.0,55.0,50.0,50.0,V3_C_RISK_CONTROL,0.0,55.959892,3,True
2025-04-08,000910,유니온,6500.0,6500.0,2025-04-07,1,603.39198,0.9316770186335477,8.333333333333325,193.70392360866316,8.333333333333325,47.61904761904762,38.0,,9999.0,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,,,,유니온,3.0,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,6500.0,6500.0,2025-04-07,1.0,603.39198,0.9316770186335477,8.333333333333325,193.70392360866316,8.333333333333325,47.61904761904762,38.0,92.510638,0.0,False,False,False,True,1,20.0,4.0,84.0,85.0,55.0,92.510638,50.0,V3_C_RISK_CONTROL,0.0,55.875532,4,False
2025-04-08,004100,태양금속,4755.0,4755.0,2025-04-07,1,498.0183259,8.314350797266524,8.314350797266524,160.66623643899126,8.314350797266524,57.89473684210526,48.0,,9999.0,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,,,,태양금속,2.0,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,4755.0,4755.0,2025-04-07,1.0,498.0183259,8.314350797266524,8.314350797266524,160.66623643899126,8.314350797266524,57.89473684210526,48.0,92.829787,0.0,False,False,False,True,1,20.0,8.0,80.0,85.0,55.0,92.829787,50.0,V3_C_RISK_CONTROL,0.0,55.691489,5,False
