d0_date,bellguard_r1_cell,bellguard_r1_light,bellguard_r1_score,bellguard_r1_case_key,bellguard_r1_reason,bellguard_r2_cell,bellguard_r2_light,bellguard_r2_score,bellguard_r2_case_key,bellguard_r2_reason,bellguard_r3_cell,bellguard_r3_light,bellguard_r3_score,bellguard_r3_case_key,bellguard_r3_reason,bellguard_green,bellguard_red,bellguard_avg_down,bellguard_count,bellguard_only_count,bellguard_only_codes,date_verdict,overlap_count,overlap_codes,main_dataset
2025-06-04,🟢 한화비전 (489790),GREEN,7,HYBRID_D0_RISK_FILTER|2025-06-04|R1|489790,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 에코프로머티 (450080),GREEN,7,HYBRID_D0_RISK_FILTER|2025-06-04|R2|450080,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 세아제강 (306200),GREEN,2,HYBRID_D0_RISK_FILTER|2025-06-04|R3|306200,+2 먼저 / -1 먼저,3.0,0.0,-1.4413206582693812,3.0,3.0,306200|450080|489790,HYBRID 방어 우세,0.0,,bellguard_1y
2025-06-05,🔴 한화솔루션 (009830),RED,-3,HYBRID_D0_RISK_FILTER|2025-06-05|R1|009830,-3 먼저 / +5 도달 / D1 종가 양호,🟢 한화비전 (489790),GREEN,4,HYBRID_D0_RISK_FILTER|2025-06-05|R2|489790,+3 먼저,🟢 미래에셋증권 (006800),GREEN,7,HYBRID_D0_RISK_FILTER|2025-06-05|R3|006800,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-2.0525129411783527,3.0,2.0,009830|489790,둘 다 양호,1.0,006800,bellguard_1y
2025-06-09,🟢 한화비전 (489790),GREEN,6,HYBRID_D0_RISK_FILTER|2025-06-09|R1|489790,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한화엔진 (082740),GREEN,7,HYBRID_D0_RISK_FILTER|2025-06-09|R2|082740,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 전진건설로봇 (079900),GREEN,5,HYBRID_D0_RISK_FILTER|2025-06-09|R3|079900,+3 먼저 / -1 먼저 / D1 종가 양호 / 점심 양호,3.0,0.0,-1.990449187202692,3.0,3.0,079900|082740|489790,HYBRID 방어 우세,0.0,,bellguard_1y
2025-06-10,🟢 한화비전 (489790),GREEN,7,HYBRID_D0_RISK_FILTER|2025-06-10|R1|489790,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한화솔루션 (009830),GREEN,7,HYBRID_D0_RISK_FILTER|2025-06-10|R2|009830,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟡 농심 (004370),YELLOW,0,HYBRID_D0_RISK_FILTER|2025-06-10|R3|004370,+1 먼저 / -2 먼저 / D1 종가 양호 / 점심 양호,2.0,0.0,-0.5604233085775364,3.0,3.0,004370|009830|489790,V2 공격 우세,0.0,,bellguard_1y
2025-06-11,🔴 한화비전 (489790),RED,1,HYBRID_D0_RISK_FILTER|2025-06-11|R1|489790,+2 먼저 / -3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한화시스템 (272210),GREEN,7,HYBRID_D0_RISK_FILTER|2025-06-11|R2|272210,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 엘앤에프 (066970),RED,4,HYBRID_D0_RISK_FILTER|2025-06-11|R3|066970,+3 먼저 / +5 도달 / -5 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,-4.012349143979791,3.0,2.0,066970|489790,V2 공격 우세,1.0,272210,bellguard_1y
2025-06-12,🟠 농심 (004370),ORANGE,-3,HYBRID_D0_RISK_FILTER|2025-06-12|R1|004370,-2 먼저,🟢 한화시스템 (272210),GREEN,7,HYBRID_D0_RISK_FILTER|2025-06-12|R2|272210,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 한화솔루션 (009830),RED,-1,HYBRID_D0_RISK_FILTER|2025-06-12|R3|009830,+3 먼저 / -5 도달 / -10 도달,1.0,1.0,-6.363221595874528,3.0,1.0,004370,HYBRID 방어 우세,2.0,009830|272210,bellguard_1y
2025-06-13,🟢 한화비전 (489790),GREEN,6,HYBRID_D0_RISK_FILTER|2025-06-13|R1|489790,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 미스토홀딩스 (081660),RED,-4,HYBRID_D0_RISK_FILTER|2025-06-13|R2|081660,+1 먼저 / -3 먼저,🟢 전진건설로봇 (079900),GREEN,6,HYBRID_D0_RISK_FILTER|2025-06-13|R3|079900,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-2.585246694835733,3.0,3.0,079900|081660|489790,HYBRID 방어 우세,0.0,,bellguard_1y
2025-06-16,🟢 한국전력 (015760),GREEN,7,HYBRID_D0_RISK_FILTER|2025-06-16|R1|015760,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한미약품 (128940),GREEN,7,HYBRID_D0_RISK_FILTER|2025-06-16|R2|128940,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 엘앤에프 (066970),GREEN,7,HYBRID_D0_RISK_FILTER|2025-06-16|R3|066970,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,-0.8388810963707286,3.0,3.0,015760|066970|128940,HYBRID 방어 우세,0.0,,bellguard_1y
2025-06-17,🟢 아이씨티케이 (456010),GREEN,6,HYBRID_D0_RISK_FILTER|2025-06-17|R1|456010,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 엘앤에프 (066970),GREEN,7,HYBRID_D0_RISK_FILTER|2025-06-17|R2|066970,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 세아제강 (306200),RED,-5,HYBRID_D0_RISK_FILTER|2025-06-17|R3|306200,-3 먼저,2.0,1.0,-2.8883245926761134,3.0,3.0,066970|306200|456010,HYBRID 방어 우세,0.0,,bellguard_1y
2025-06-18,🟢 농심 (004370),GREEN,6,HYBRID_D0_RISK_FILTER|2025-06-18|R1|004370,+3 먼저 / D1 종가 양호 / 점심 양호,🔴 아이씨티케이 (456010),RED,-7,HYBRID_D0_RISK_FILTER|2025-06-18|R2|456010,-3 먼저 / +5 도달 / -5 도달,🟢 엔켐 (348370),GREEN,7,HYBRID_D0_RISK_FILTER|2025-06-18|R3|348370,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-2.708953936081341,3.0,3.0,004370|348370|456010,HYBRID 방어 우세,0.0,,bellguard_1y
2025-06-19,🟢 엘앤에프 (066970),GREEN,7,HYBRID_D0_RISK_FILTER|2025-06-19|R1|066970,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 아이씨티케이 (456010),RED,-6,HYBRID_D0_RISK_FILTER|2025-06-19|R2|456010,+1 먼저 / -3 먼저 / +5 도달 / -5 도달,🔴 한화오션 (042660),RED,-9,HYBRID_D0_RISK_FILTER|2025-06-19|R3|042660,-3 먼저 / -5 도달 / -10 도달 / 점심 양호,1.0,2.0,-5.534762572072963,3.0,3.0,042660|066970|456010,둘 다 위험,0.0,,bellguard_1y
2025-06-20,🔴 한진칼 (180640),RED,-14,HYBRID_D0_RISK_FILTER|2025-06-20|R1|180640,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 한화오션 (042660),RED,-14,HYBRID_D0_RISK_FILTER|2025-06-20|R2|042660,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 아이씨티케이 (456010),RED,-11,HYBRID_D0_RISK_FILTER|2025-06-20|R3|456010,-3 먼저 / +5 도달 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,0.0,3.0,-9.082394170994585,3.0,3.0,042660|180640|456010,둘 다 위험,0.0,,bellguard_1y
2025-06-23,🟢 크래프톤 (259960),GREEN,6,HYBRID_D0_RISK_FILTER|2025-06-23|R1|259960,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 한화비전 (489790),GREEN,7,HYBRID_D0_RISK_FILTER|2025-06-23|R2|489790,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 KBI동양철관 (008970),RED,4,HYBRID_D0_RISK_FILTER|2025-06-23|R3|008970,+3 먼저 / +5 도달 / -5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-2.6683922505069755,3.0,3.0,008970|259960|489790,둘 다 양호,0.0,,bellguard_1y
2025-06-24,🟢 한화비전 (489790),GREEN,7,HYBRID_D0_RISK_FILTER|2025-06-24|R1|489790,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 두산에너빌리티 (034020),RED,-14,HYBRID_D0_RISK_FILTER|2025-06-24|R2|034020,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🟢 파미셀 (005690),GREEN,7,HYBRID_D0_RISK_FILTER|2025-06-24|R3|005690,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-2.748912164589368,3.0,3.0,005690|034020|489790,HYBRID 방어 우세,0.0,,bellguard_1y
2025-06-25,🔴 다날 (064260),RED,-13,HYBRID_D0_RISK_FILTER|2025-06-25|R1|064260,-3 먼저 / +5 도달 / -5 도달 / -10 도달 / D1 종가 -3 이하,🔴 STX엔진 (077970),RED,-10,HYBRID_D0_RISK_FILTER|2025-06-25|R2|077970,-3 먼저 / -5 도달 / 점심 -3 이하,🔴 STX그린로지스 (465770),RED,-4,HYBRID_D0_RISK_FILTER|2025-06-25|R3|465770,-3 먼저 / +5 도달,0.0,3.0,-9.870661207000808,3.0,2.0,077970|465770,둘 다 위험,1.0,064260,bellguard_1y
2025-06-26,🔴 GS건설 (006360),RED,-7,HYBRID_D0_RISK_FILTER|2025-06-26|R1|006360,+1 먼저 / -3 먼저 / -5 도달,🔴 카카오 (035720),RED,-12,HYBRID_D0_RISK_FILTER|2025-06-26|R2|035720,-3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 STX엔진 (077970),RED,-7,HYBRID_D0_RISK_FILTER|2025-06-26|R3|077970,+1 먼저 / -3 먼저 / -5 도달,0.0,3.0,-6.409864620026281,3.0,3.0,006360|035720|077970,V2 공격 우세,0.0,,bellguard_1y
2025-06-27,🔴 한국전력 (015760),RED,-4,HYBRID_D0_RISK_FILTER|2025-06-27|R1|015760,+3 먼저 / -2 먼저 / -5 도달 / -10 도달,🟢 KBI동양철관 (008970),GREEN,7,HYBRID_D0_RISK_FILTER|2025-06-27|R2|008970,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 두산에너빌리티 (034020),RED,4,HYBRID_D0_RISK_FILTER|2025-06-27|R3|034020,+3 먼저 / +5 도달 / -5 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,-5.788918960401257,3.0,2.0,008970|034020,둘 다 위험,1.0,015760,bellguard_1y
2025-06-30,🔴 한화에어로스페이스 (012450),RED,-9,HYBRID_D0_RISK_FILTER|2025-06-30|R1|012450,+1 먼저 / -3 먼저 / -5 도달 / -10 도달,🟢 GS건설 (006360),GREEN,6,HYBRID_D0_RISK_FILTER|2025-06-30|R2|006360,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 롯데케미칼 (011170),GREEN,7,HYBRID_D0_RISK_FILTER|2025-06-30|R3|011170,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-4.058444177000212,3.0,3.0,006360|011170|012450,HYBRID 방어 우세,0.0,,bellguard_1y
2025-07-01,🟠 GS건설 (006360),ORANGE,-1,HYBRID_D0_RISK_FILTER|2025-07-01|R1|006360,-2 먼저 / D1 종가 양호 / 점심 양호,🔴 시프트업 (462870),RED,-14,HYBRID_D0_RISK_FILTER|2025-07-01|R2|462870,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 휴림로봇 (090710),RED,-14,HYBRID_D0_RISK_FILTER|2025-07-01|R3|090710,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,0.0,2.0,-9.54307942688729,3.0,2.0,006360|462870,HYBRID 방어 우세,1.0,090710,bellguard_1y
2025-07-02,🔴 한화오션 (042660),RED,-6,HYBRID_D0_RISK_FILTER|2025-07-02|R1|042660,+1 먼저 / -3 먼저 / -5 도달 / D1 종가 양호,🔴 HD현대중공업 (329180),RED,-10,HYBRID_D0_RISK_FILTER|2025-07-02|R2|329180,-3 먼저 / -5 도달 / D1 종가 -3 이하,🔴 SNT에너지 (100840),RED,-7,HYBRID_D0_RISK_FILTER|2025-07-02|R3|100840,+1 먼저 / -3 먼저 / -5 도달,0.0,3.0,-8.112613093232309,3.0,3.0,042660|100840|329180,V2 공격 우세,0.0,,bellguard_1y
2025-07-03,🔴 한화오션 (042660),RED,-12,HYBRID_D0_RISK_FILTER|2025-07-03|R1|042660,-3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 HD현대중공업 (329180),RED,-9,HYBRID_D0_RISK_FILTER|2025-07-03|R2|329180,+2 먼저 / -3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 SNT에너지 (100840),RED,-10,HYBRID_D0_RISK_FILTER|2025-07-03|R3|100840,+1 먼저 / -3 먼저 / +5 도달 / -5 도달 / D1 종가 -3 이하,0.0,3.0,-6.388672799601888,3.0,3.0,042660|100840|329180,V2 공격 우세,0.0,,bellguard_1y
2025-07-04,🟢 한화오션 (042660),GREEN,4,HYBRID_D0_RISK_FILTER|2025-07-04|R1|042660,+3 먼저 / -2 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 HD현대중공업 (329180),GREEN,7,HYBRID_D0_RISK_FILTER|2025-07-04|R2|329180,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한국항공우주 (047810),GREEN,3,HYBRID_D0_RISK_FILTER|2025-07-04|R3|047810,+3 먼저 / -2 먼저 / D1 종가 양호 / 점심 양호,3.0,0.0,-1.5765192165208883,3.0,3.0,042660|047810|329180,HYBRID 방어 우세,0.0,,bellguard_1y
2025-07-07,🟢 한화오션 (042660),GREEN,7,HYBRID_D0_RISK_FILTER|2025-07-07|R1|042660,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 HD현대중공업 (329180),GREEN,7,HYBRID_D0_RISK_FILTER|2025-07-07|R2|329180,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한국항공우주 (047810),GREEN,5,HYBRID_D0_RISK_FILTER|2025-07-07|R3|047810,+3 먼저 / -1 먼저 / D1 종가 양호 / 점심 양호,3.0,0.0,0.0307081335635579,3.0,3.0,042660|047810|329180,HYBRID 방어 우세,0.0,,bellguard_1y
2025-07-08,🟢 한화오션 (042660),GREEN,6,HYBRID_D0_RISK_FILTER|2025-07-08|R1|042660,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 HD현대중공업 (329180),GREEN,6,HYBRID_D0_RISK_FILTER|2025-07-08|R2|329180,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 한국항공우주 (047810),GREEN,6,HYBRID_D0_RISK_FILTER|2025-07-08|R3|047810,+3 먼저 / D1 종가 양호 / 점심 양호,3.0,0.0,-1.2992038830759796,3.0,3.0,042660|047810|329180,HYBRID 방어 우세,0.0,,bellguard_1y
2025-07-09,🟢 한화오션 (042660),GREEN,4,HYBRID_D0_RISK_FILTER|2025-07-09|R1|042660,+2 먼저 / -1 먼저 / D1 종가 양호 / 점심 양호,🔴 HD현대중공업 (329180),RED,0,HYBRID_D0_RISK_FILTER|2025-07-09|R2|329180,+2 먼저 / -3 먼저 / D1 종가 양호 / 점심 양호,🟠 한국항공우주 (047810),ORANGE,-2,HYBRID_D0_RISK_FILTER|2025-07-09|R3|047810,-2 먼저 / 점심 양호,1.0,1.0,-2.7633038595909967,3.0,3.0,042660|047810|329180,HYBRID 방어 우세,0.0,,bellguard_1y
2025-07-10,🟢 한국항공우주 (047810),GREEN,3,HYBRID_D0_RISK_FILTER|2025-07-10|R1|047810,+3 먼저 / -1 먼저,🔴 SNT에너지 (100840),RED,-1,HYBRID_D0_RISK_FILTER|2025-07-10|R2|100840,+2 먼저 / -3 먼저 / +5 도달,🔴 두산에너빌리티 (034020),RED,-12,HYBRID_D0_RISK_FILTER|2025-07-10|R3|034020,-3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,1.0,2.0,-4.141277772526819,3.0,3.0,034020|047810|100840,HYBRID 방어 우세,0.0,,bellguard_1y
2025-07-11,🟢 한화오션 (042660),GREEN,2,HYBRID_D0_RISK_FILTER|2025-07-11|R1|042660,+3 먼저 / -2 먼저 / +5 도달,🟢 HD현대중공업 (329180),GREEN,4,HYBRID_D0_RISK_FILTER|2025-07-11|R2|329180,+3 먼저 / -1 먼저 / +5 도달,🟢 한국항공우주 (047810),GREEN,5,HYBRID_D0_RISK_FILTER|2025-07-11|R3|047810,+3 먼저 / +5 도달,3.0,0.0,-1.6460640770448436,3.0,3.0,042660|047810|329180,HYBRID 방어 우세,0.0,,bellguard_1y
2025-07-14,🟢 한화오션 (042660),GREEN,7,HYBRID_D0_RISK_FILTER|2025-07-14|R1|042660,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 HD현대중공업 (329180),GREEN,7,HYBRID_D0_RISK_FILTER|2025-07-14|R2|329180,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한국항공우주 (047810),GREEN,7,HYBRID_D0_RISK_FILTER|2025-07-14|R3|047810,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,-0.1291989664082689,3.0,3.0,042660|047810|329180,HYBRID 방어 우세,0.0,,bellguard_1y
2025-07-15,🟠 하이브 (352820),ORANGE,-3,HYBRID_D0_RISK_FILTER|2025-07-15|R1|352820,-2 먼저,🟢 SNT에너지 (100840),GREEN,6,HYBRID_D0_RISK_FILTER|2025-07-15|R2|100840,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 우리기술투자 (041190),RED,-8,HYBRID_D0_RISK_FILTER|2025-07-15|R3|041190,-3 먼저 / -5 도달,1.0,1.0,-3.5819292306958648,3.0,2.0,100840|352820,V2 공격 우세,1.0,041190,bellguard_1y
2025-07-16,🟢 하이브 (352820),GREEN,5,HYBRID_D0_RISK_FILTER|2025-07-16|R1|352820,+3 먼저 / -1 먼저 / D1 종가 양호 / 점심 양호,🟢 HD현대마린솔루션 (443060),GREEN,7,HYBRID_D0_RISK_FILTER|2025-07-16|R2|443060,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 두산에너빌리티 (034020),GREEN,6,HYBRID_D0_RISK_FILTER|2025-07-16|R3|034020,+3 먼저 / +5 도달 / 점심 양호,3.0,0.0,-1.1523037905474414,3.0,3.0,034020|352820|443060,HYBRID 방어 우세,0.0,,bellguard_1y
2025-07-17,🔴 SK스퀘어 (402340),RED,0,HYBRID_D0_RISK_FILTER|2025-07-17|R1|402340,+2 먼저 / -3 먼저 / D1 종가 양호 / 점심 양호,🟢 두산에너빌리티 (034020),GREEN,7,HYBRID_D0_RISK_FILTER|2025-07-17|R2|034020,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 HDC (012630),RED,-4,HYBRID_D0_RISK_FILTER|2025-07-17|R3|012630,-3 먼저 / D1 종가 양호,1.0,2.0,-3.236433296564881,3.0,3.0,012630|034020|402340,둘 다 위험,0.0,,bellguard_1y
2025-07-18,🔴 SK스퀘어 (402340),RED,-6,HYBRID_D0_RISK_FILTER|2025-07-18|R1|402340,+1 먼저 / -3 먼저 / -5 도달 / D1 종가 양호,🟢 SK하이닉스 (000660),GREEN,6,HYBRID_D0_RISK_FILTER|2025-07-18|R2|000660,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 두산에너빌리티 (034020),GREEN,7,HYBRID_D0_RISK_FILTER|2025-07-18|R3|034020,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-3.770949724678944,3.0,3.0,000660|034020|402340,HYBRID 방어 우세,0.0,,bellguard_1y
2025-07-21,🔴 코스맥스 (192820),RED,0,HYBRID_D0_RISK_FILTER|2025-07-21|R1|192820,+2 먼저 / -3 먼저 / D1 종가 양호 / 점심 양호,🟢 태광산업 (003240),GREEN,7,HYBRID_D0_RISK_FILTER|2025-07-21|R2|003240,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 하나마이크론 (067310),RED,-4,HYBRID_D0_RISK_FILTER|2025-07-21|R3|067310,+1 먼저 / -3 먼저,1.0,2.0,-4.295531920949806,3.0,3.0,003240|067310|192820,V2 공격 우세,0.0,,bellguard_1y
2025-07-22,🟢 SK하이닉스 (000660),GREEN,5,HYBRID_D0_RISK_FILTER|2025-07-22|R1|000660,+3 먼저 / -1 먼저 / D1 종가 양호 / 점심 양호,🔴 SK스퀘어 (402340),RED,-8,HYBRID_D0_RISK_FILTER|2025-07-22|R2|402340,-3 먼저 / -5 도달,🟢 카카오페이 (377300),GREEN,3,HYBRID_D0_RISK_FILTER|2025-07-22|R3|377300,+3 먼저 / -2 먼저 / +5 도달 / D1 종가 양호,2.0,1.0,-4.802852504124885,3.0,3.0,000660|377300|402340,HYBRID 방어 우세,0.0,,bellguard_1y
2025-07-23,🔴 SK스퀘어 (402340),RED,-5,HYBRID_D0_RISK_FILTER|2025-07-23|R1|402340,+2 먼저 / -3 먼저 / -5 도달,🟢 한국전력 (015760),GREEN,6,HYBRID_D0_RISK_FILTER|2025-07-23|R2|015760,+3 먼저 / +5 도달 / D1 종가 양호,🟢 카카오페이 (377300),GREEN,3,HYBRID_D0_RISK_FILTER|2025-07-23|R3|377300,+3 먼저 / -2 먼저 / +5 도달 / D1 종가 양호,2.0,1.0,-3.40708711126558,3.0,3.0,015760|377300|402340,HYBRID 방어 우세,0.0,,bellguard_1y
2025-07-24,🔴 SK스퀘어 (402340),RED,0,HYBRID_D0_RISK_FILTER|2025-07-24|R1|402340,+2 먼저 / -3 먼저 / D1 종가 양호 / 점심 양호,🟢 삼양식품 (003230),GREEN,7,HYBRID_D0_RISK_FILTER|2025-07-24|R2|003230,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 미래에셋증권 (006800),RED,3,HYBRID_D0_RISK_FILTER|2025-07-24|R3|006800,+3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,-3.284494606139569,3.0,3.0,003230|006800|402340,HYBRID 방어 우세,0.0,,bellguard_1y
2025-07-25,🔴 SK하이닉스 (000660),RED,-5,HYBRID_D0_RISK_FILTER|2025-07-25|R1|000660,-3 먼저,🔴 SK스퀘어 (402340),RED,-5,HYBRID_D0_RISK_FILTER|2025-07-25|R2|402340,+2 먼저 / -3 먼저 / -5 도달,🔴 이마트 (139480),RED,-4,HYBRID_D0_RISK_FILTER|2025-07-25|R3|139480,-3 먼저 / 점심 양호,0.0,3.0,-5.217444430972192,3.0,3.0,000660|139480|402340,둘 다 위험,0.0,,bellguard_1y
2025-07-28,🟢 SK하이닉스 (000660),GREEN,3,HYBRID_D0_RISK_FILTER|2025-07-28|R1|000660,+3 먼저 / -2 먼저 / D1 종가 양호 / 점심 양호,🔴 카카오페이 (377300),RED,-5,HYBRID_D0_RISK_FILTER|2025-07-28|R2|377300,+2 먼저 / -3 먼저 / -5 도달,🔴 미래에셋증권 (006800),RED,0,HYBRID_D0_RISK_FILTER|2025-07-28|R3|006800,+3 먼저 / -2 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,-6.074480695240581,3.0,3.0,000660|006800|377300,둘 다 위험,0.0,,bellguard_1y
2025-07-29,🟢 SK하이닉스 (000660),GREEN,6,HYBRID_D0_RISK_FILTER|2025-07-29|R1|000660,+3 먼저 / D1 종가 양호 / 점심 양호,🔴 카카오페이 (377300),RED,-3,HYBRID_D0_RISK_FILTER|2025-07-29|R2|377300,+2 먼저 / -3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🔴 SK스퀘어 (402340),RED,0,HYBRID_D0_RISK_FILTER|2025-07-29|R3|402340,+3 먼저 / -1 먼저 / -5 도달,1.0,2.0,-5.4901250524096215,3.0,3.0,000660|377300|402340,둘 다 위험,0.0,,bellguard_1y
2025-07-30,🔴 SK스퀘어 (402340),RED,3,HYBRID_D0_RISK_FILTER|2025-07-30|R1|402340,+3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🔴 카카오페이 (377300),RED,-7,HYBRID_D0_RISK_FILTER|2025-07-30|R2|377300,-3 먼저 / -5 도달 / D1 종가 양호,🔴 크래프톤 (259960),RED,-2,HYBRID_D0_RISK_FILTER|2025-07-30|R3|259960,+1 먼저 / -3 먼저 / D1 종가 양호 / 점심 양호,0.0,3.0,-5.900133848878256,3.0,3.0,259960|377300|402340,둘 다 위험,0.0,,bellguard_1y
2025-07-31,🔴 SK스퀘어 (402340),RED,-14,HYBRID_D0_RISK_FILTER|2025-07-31|R1|402340,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 크래프톤 (259960),RED,-12,HYBRID_D0_RISK_FILTER|2025-07-31|R2|259960,-3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 포스코인터내셔널 (047050),RED,-5,HYBRID_D0_RISK_FILTER|2025-07-31|R3|047050,-3 먼저,0.0,3.0,-6.542862583589944,3.0,3.0,047050|259960|402340,둘 다 위험,0.0,,bellguard_1y
2025-08-01,🔴 SK하이닉스 (000660),RED,-2,HYBRID_D0_RISK_FILTER|2025-08-01|R1|000660,+2 먼저 / -3 먼저,🟢 한화솔루션 (009830),GREEN,3,HYBRID_D0_RISK_FILTER|2025-08-01|R2|009830,+2 먼저 / -1 먼저 / D1 종가 양호,🟡 삼성물산 (028260),YELLOW,0,HYBRID_D0_RISK_FILTER|2025-08-01|R3|028260,,1.0,1.0,-2.6541184041184054,3.0,3.0,000660|009830|028260,V2 공격 우세,0.0,,bellguard_1y
2025-08-04,🔴 SK하이닉스 (000660),RED,0,HYBRID_D0_RISK_FILTER|2025-08-04|R1|000660,+2 먼저 / -3 먼저 / D1 종가 양호 / 점심 양호,🟢 SK스퀘어 (402340),GREEN,6,HYBRID_D0_RISK_FILTER|2025-08-04|R2|402340,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 카카오페이 (377300),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-04|R3|377300,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-3.2152675051115374,3.0,3.0,000660|377300|402340,HYBRID 방어 우세,0.0,,bellguard_1y
2025-08-05,🟢 카카오페이 (377300),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-05|R1|377300,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 한화솔루션 (009830),RED,-3,HYBRID_D0_RISK_FILTER|2025-08-05|R2|009830,+2 먼저 / -3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🔴 SK스퀘어 (402340),RED,-5,HYBRID_D0_RISK_FILTER|2025-08-05|R3|402340,-3 먼저,1.0,2.0,-4.005655711749568,3.0,3.0,009830|377300|402340,V2 공격 우세,0.0,,bellguard_1y
