d0_date,bellguard_r1_cell,bellguard_r1_light,bellguard_r1_score,bellguard_r1_case_key,bellguard_r1_reason,bellguard_r2_cell,bellguard_r2_light,bellguard_r2_score,bellguard_r2_case_key,bellguard_r2_reason,bellguard_r3_cell,bellguard_r3_light,bellguard_r3_score,bellguard_r3_case_key,bellguard_r3_reason,bellguard_green,bellguard_red,bellguard_avg_down,bellguard_count,bellguard_only_count,bellguard_only_codes,date_verdict,overlap_count,overlap_codes,main_dataset
2025-12-24,🔴 고려아연 (010130),RED,-4,HYBRID_D0_RISK_FILTER|2025-12-24|R1|010130,-3 먼저 / +5 도달,🔴 산일전기 (062040),RED,-4,HYBRID_D0_RISK_FILTER|2025-12-24|R2|062040,-3 먼저 / +5 도달,🔴 파라다이스 (034230),RED,-5,HYBRID_D0_RISK_FILTER|2025-12-24|R3|034230,-3 먼저,0.0,3.0,-3.9703336168332695,3.0,3.0,010130|034230|062040,V2 공격 우세,0.0,,bellguard_1y
2025-12-26,🟢 HD현대일렉트릭 (267260),GREEN,7,HYBRID_D0_RISK_FILTER|2025-12-26|R1|267260,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 HD한국조선해양 (009540),RED,-3,HYBRID_D0_RISK_FILTER|2025-12-26|R2|009540,-3 먼저 / D1 종가 양호 / 점심 양호,🔴 고려아연 (010130),RED,4,HYBRID_D0_RISK_FILTER|2025-12-26|R3|010130,+3 먼저 / +5 도달 / -5 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,-4.327464067684676,3.0,3.0,009540|010130|267260,둘 다 위험,0.0,,bellguard_1y
2025-12-29,🔴 SK바이오팜 (326030),RED,-5,HYBRID_D0_RISK_FILTER|2025-12-29|R1|326030,-3 먼저,🔴 천일고속 (000650),RED,1,HYBRID_D0_RISK_FILTER|2025-12-29|R2|000650,+3 먼저 / +5 도달 / -5 도달 / -10 도달 / 점심 양호,🟡 제일기획 (030000),YELLOW,0,HYBRID_D0_RISK_FILTER|2025-12-29|R3|030000,,0.0,2.0,-10.63774017909373,3.0,3.0,000650|030000|326030,HYBRID 방어 우세,0.0,,bellguard_1y
2025-12-30,🔴 고려아연 (010130),RED,-9,HYBRID_D0_RISK_FILTER|2025-12-30|R1|010130,+1 먼저 / -3 먼저 / -5 도달 / -10 도달,🟢 삼성증권 (016360),GREEN,5,HYBRID_D0_RISK_FILTER|2025-12-30|R2|016360,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호,🔴 천일고속 (000650),RED,-14,HYBRID_D0_RISK_FILTER|2025-12-30|R3|000650,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,1.0,2.0,-11.205250514308892,3.0,3.0,000650|010130|016360,V2 공격 우세,0.0,,bellguard_1y
2026-01-02,🟢 HD한국조선해양 (009540),GREEN,4,HYBRID_D0_RISK_FILTER|2026-01-02|R1|009540,+3 먼저 / -2 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 고려아연 (010130),RED,0,HYBRID_D0_RISK_FILTER|2026-01-02|R2|010130,+3 먼저 / -1 먼저 / -5 도달 / -10 도달 / D1 종가 양호,🟢 KCC (002380),GREEN,5,HYBRID_D0_RISK_FILTER|2026-01-02|R3|002380,+3 먼저 / D1 종가 양호,2.0,1.0,-5.18484945480881,3.0,3.0,002380|009540|010130,둘 다 양호,0.0,,bellguard_1y
2026-01-05,🟢 HD한국조선해양 (009540),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-05|R1|009540,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 고려아연 (010130),RED,-13,HYBRID_D0_RISK_FILTER|2026-01-05|R2|010130,+1 먼저 / -3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하,🟢 한국카본 (017960),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-05|R3|017960,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-3.5544713411867748,3.0,3.0,009540|010130|017960,HYBRID 방어 우세,0.0,,bellguard_1y
2026-01-06,🔴 대덕전자 (353200),RED,-3,HYBRID_D0_RISK_FILTER|2026-01-06|R1|353200,+3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 고려아연 (010130),RED,4,HYBRID_D0_RISK_FILTER|2026-01-06|R2|010130,+3 먼저 / +5 도달 / -5 도달 / D1 종가 양호 / 점심 양호,🔴 파라다이스 (034230),RED,-4,HYBRID_D0_RISK_FILTER|2026-01-06|R3|034230,-3 먼저 / +5 도달,0.0,3.0,-5.058748630309648,3.0,3.0,010130|034230|353200,둘 다 위험,0.0,,bellguard_1y
2026-01-07,🟢 두산 (000150),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-07|R1|000150,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 고려아연 (010130),RED,-11,HYBRID_D0_RISK_FILTER|2026-01-07|R2|010130,-3 먼저 / +5 도달 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🟢 대덕전자 (353200),GREEN,5,HYBRID_D0_RISK_FILTER|2026-01-07|R3|353200,+3 먼저 / +5 도달,2.0,1.0,-4.541395123158606,3.0,3.0,000150|010130|353200,HYBRID 방어 우세,0.0,,bellguard_1y
2026-01-08,🔴 두산 (000150),RED,-4,HYBRID_D0_RISK_FILTER|2026-01-08|R1|000150,-3 먼저 / +5 도달,🔴 고려아연 (010130),RED,-8,HYBRID_D0_RISK_FILTER|2026-01-08|R2|010130,-3 먼저 / +5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🟢 두산에너빌리티 (034020),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-08|R3|034020,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,-2.542284240073297,3.0,3.0,000150|010130|034020,V2 공격 우세,0.0,,bellguard_1y
2026-01-09,🟢 두산 (000150),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-09|R1|000150,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 포스코퓨처엠 (003670),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-09|R2|003670,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 삼성화재 (000810),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-09|R3|000810,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,-0.0160341834324081,3.0,3.0,000150|000810|003670,HYBRID 방어 우세,0.0,,bellguard_1y
2026-01-12,🟢 LG전자 (066570),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-12|R1|066570,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 코웨이 (021240),RED,-7,HYBRID_D0_RISK_FILTER|2026-01-12|R2|021240,+1 먼저 / -3 먼저 / -5 도달,🟢 한온시스템 (018880),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-12|R3|018880,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-0.6184209689402698,3.0,3.0,018880|021240|066570,둘 다 양호,0.0,,bellguard_1y
2026-01-13,🟢 에이피알 (278470),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-13|R1|278470,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 현대건설 (000720),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-13|R2|000720,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 두산에너빌리티 (034020),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-13|R3|034020,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,0.1864647169432096,3.0,2.0,034020|278470,HYBRID 방어 우세,1.0,000720,bellguard_1y
2026-01-14,🟢 한미약품 (128940),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-14|R1|128940,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한화시스템 (272210),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-14|R2|272210,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 고영 (098460),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-14|R3|098460,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,-2.2360533932044624,3.0,1.0,128940,둘 다 양호,2.0,098460|272210,bellguard_1y
2026-01-15,🟢 고영 (098460),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-15|R1|098460,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 두산에너빌리티 (034020),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-15|R2|034020,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 한화시스템 (272210),RED,-14,HYBRID_D0_RISK_FILTER|2026-01-15|R3|272210,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,2.0,1.0,-3.9132466442857097,3.0,1.0,034020,둘 다 양호,2.0,098460|272210,bellguard_1y
2026-01-16,🔴 파미셀 (005690),RED,-7,HYBRID_D0_RISK_FILTER|2026-01-16|R1|005690,-3 먼저 / +5 도달 / -5 도달,🔴 디아이씨 (092200),RED,4,HYBRID_D0_RISK_FILTER|2026-01-16|R2|092200,+3 먼저 / +5 도달 / -5 도달 / D1 종가 양호 / 점심 양호,🟢 현대해상 (001450),GREEN,4,HYBRID_D0_RISK_FILTER|2026-01-16|R3|001450,+3 먼저,1.0,2.0,-5.930512417626762,3.0,3.0,001450|005690|092200,둘 다 위험,0.0,,bellguard_1y
2026-01-19,🔴 유한양행 (000100),RED,0,HYBRID_D0_RISK_FILTER|2026-01-19|R1|000100,+2 먼저 / -3 먼저 / D1 종가 양호 / 점심 양호,🔴 SK바이오팜 (326030),RED,0,HYBRID_D0_RISK_FILTER|2026-01-19|R2|326030,+2 먼저 / -3 먼저 / D1 종가 양호 / 점심 양호,🟢 BNK금융지주 (138930),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-19|R3|138930,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,-3.1736100499834587,3.0,3.0,000100|138930|326030,HYBRID 방어 우세,0.0,,bellguard_1y
2026-01-20,🟢 JB금융지주 (175330),GREEN,2,HYBRID_D0_RISK_FILTER|2026-01-20|R1|175330,+3 먼저 / -2 먼저 / D1 종가 양호,🔴 파미셀 (005690),RED,-11,HYBRID_D0_RISK_FILTER|2026-01-20|R2|005690,-3 먼저 / +5 도달 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 대성산업 (128820),RED,-3,HYBRID_D0_RISK_FILTER|2026-01-20|R3|128820,+3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,1.0,2.0,-5.798248992756368,3.0,3.0,005690|128820|175330,HYBRID 방어 우세,0.0,,bellguard_1y
2026-01-21,🟢 한미약품 (128940),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-21|R1|128940,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 유한양행 (000100),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-21|R2|000100,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 일동제약 (249420),RED,-3,HYBRID_D0_RISK_FILTER|2026-01-21|R3|249420,+1 먼저 / -3 먼저 / +5 도달,2.0,1.0,-0.937729153955739,3.0,3.0,000100|128940|249420,HYBRID 방어 우세,0.0,,bellguard_1y
2026-01-22,🔴 한국전력 (015760),RED,-14,HYBRID_D0_RISK_FILTER|2026-01-22|R1|015760,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🟢 유한양행 (000100),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-22|R2|000100,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 코웨이 (021240),GREEN,5,HYBRID_D0_RISK_FILTER|2026-01-22|R3|021240,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호,2.0,1.0,-4.333698876431713,3.0,2.0,000100|021240,HYBRID 방어 우세,1.0,015760,bellguard_1y
2026-01-23,🟢 일동제약 (249420),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-23|R1|249420,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 디아이씨 (092200),GREEN,4,HYBRID_D0_RISK_FILTER|2026-01-23|R2|092200,+3 먼저 / -2 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 대성산업 (128820),RED,-4,HYBRID_D0_RISK_FILTER|2026-01-23|R3|128820,-3 먼저 / +5 도달,2.0,1.0,-1.927776292009272,3.0,3.0,092200|128820|249420,HYBRID 방어 우세,0.0,,bellguard_1y
2026-01-26,🟢 미래에셋증권 (006800),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-26|R1|006800,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 코웨이 (021240),GREEN,7,HYBRID_D0_RISK_FILTER|2026-01-26|R2|021240,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한화시스템 (272210),GREEN,5,HYBRID_D0_RISK_FILTER|2026-01-26|R3|272210,+3 먼저 / +5 도달,3.0,0.0,-1.7798495084612138,3.0,2.0,021240|272210,HYBRID 방어 우세,1.0,006800,bellguard_1y
2026-01-27,🟢 미래에셋증권 (006800),GREEN,4,HYBRID_D0_RISK_FILTER|2026-01-27|R1|006800,+3 먼저 / -1 먼저 / +5 도달,🔴 LG이노텍 (011070),RED,-6,HYBRID_D0_RISK_FILTER|2026-01-27|R2|011070,+1 먼저 / -3 먼저 / -5 도달 / D1 종가 양호,🟢 한화시스템 (272210),GREEN,6,HYBRID_D0_RISK_FILTER|2026-01-27|R3|272210,+3 먼저 / +5 도달 / D1 종가 양호,2.0,1.0,-3.9302573234519578,3.0,2.0,011070|272210,V2 공격 우세,1.0,006800,bellguard_1y
2026-01-28,🔴 SK오션플랜트 (100090),RED,-4,HYBRID_D0_RISK_FILTER|2026-01-28|R1|100090,+2 먼저 / -3 먼저 / -5 도달 / D1 종가 양호,🟢 한화시스템 (272210),GREEN,4,HYBRID_D0_RISK_FILTER|2026-01-28|R2|272210,+3 먼저 / -2 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 두산에너빌리티 (034020),RED,4,HYBRID_D0_RISK_FILTER|2026-01-28|R3|034020,+3 먼저 / +5 도달 / -5 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,-6.488604227860248,3.0,3.0,034020|100090|272210,둘 다 위험,0.0,,bellguard_1y
2026-01-29,🔴 한진칼 (180640),RED,-7,HYBRID_D0_RISK_FILTER|2026-01-29|R1|180640,-3 먼저 / +5 도달 / -5 도달,🔴 디아이씨 (092200),RED,-8,HYBRID_D0_RISK_FILTER|2026-01-29|R2|092200,-3 먼저 / -5 도달,🟢 제주반도체 (080220),GREEN,6,HYBRID_D0_RISK_FILTER|2026-01-29|R3|080220,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,-6.062790840333977,3.0,2.0,092200|180640,둘 다 위험,1.0,080220,bellguard_1y
2026-01-30,🔴 삼성바이오로직스 (207940),RED,-8,HYBRID_D0_RISK_FILTER|2026-01-30|R1|207940,-3 먼저 / -5 도달,🔴 LG이노텍 (011070),RED,-10,HYBRID_D0_RISK_FILTER|2026-01-30|R2|011070,-3 먼저 / -5 도달 / D1 종가 -3 이하,🔴 LIG넥스원 (079550),RED,-14,HYBRID_D0_RISK_FILTER|2026-01-30|R3|079550,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,0.0,3.0,-10.719100225131676,3.0,3.0,011070|079550|207940,둘 다 위험,0.0,,bellguard_1y
2026-02-02,🟢 삼성바이오로직스 (207940),GREEN,6,HYBRID_D0_RISK_FILTER|2026-02-02|R1|207940,+3 먼저 / D1 종가 양호 / 점심 양호,🔴 HD현대중공업 (329180),RED,4,HYBRID_D0_RISK_FILTER|2026-02-02|R2|329180,+3 먼저 / +5 도달 / -5 도달 / D1 종가 양호 / 점심 양호,🟢 제주반도체 (080220),GREEN,7,HYBRID_D0_RISK_FILTER|2026-02-02|R3|080220,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-4.4086224754887775,3.0,2.0,207940|329180,HYBRID 방어 우세,1.0,080220,bellguard_1y
2026-02-03,🔴 LIG넥스원 (079550),RED,1,HYBRID_D0_RISK_FILTER|2026-02-03|R1|079550,+3 먼저 / -5 도달 / -10 도달 / D1 종가 양호 / 점심 양호,🟢 제주반도체 (080220),GREEN,6,HYBRID_D0_RISK_FILTER|2026-02-03|R2|080220,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 LG이노텍 (011070),RED,-2,HYBRID_D0_RISK_FILTER|2026-02-03|R3|011070,+2 먼저 / -3 먼저 / +5 도달 / -5 도달 / D1 종가 양호,1.0,2.0,-8.50568588108323,3.0,2.0,011070|079550,둘 다 위험,1.0,080220,bellguard_1y
2026-02-04,🔴 LIG넥스원 (079550),RED,-14,HYBRID_D0_RISK_FILTER|2026-02-04|R1|079550,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 HD현대마린솔루션 (443060),RED,-14,HYBRID_D0_RISK_FILTER|2026-02-04|R2|443060,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 LG이노텍 (011070),RED,-12,HYBRID_D0_RISK_FILTER|2026-02-04|R3|011070,-3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,0.0,3.0,-11.286992362827997,3.0,3.0,011070|079550|443060,둘 다 위험,0.0,,bellguard_1y
2026-02-05,🔴 삼성바이오로직스 (207940),RED,-5,HYBRID_D0_RISK_FILTER|2026-02-05|R1|207940,-3 먼저,🔴 HD현대중공업 (329180),RED,-8,HYBRID_D0_RISK_FILTER|2026-02-05|R2|329180,-3 먼저 / -5 도달,🔴 LIG넥스원 (079550),RED,-7,HYBRID_D0_RISK_FILTER|2026-02-05|R3|079550,-3 먼저 / +5 도달 / -5 도달,0.0,3.0,-6.202835455220733,3.0,3.0,079550|207940|329180,둘 다 위험,0.0,,bellguard_1y
2026-02-06,🟢 HD현대중공업 (329180),GREEN,6,HYBRID_D0_RISK_FILTER|2026-02-06|R1|329180,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 HD현대일렉트릭 (267260),GREEN,7,HYBRID_D0_RISK_FILTER|2026-02-06|R2|267260,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 카카오 (035720),GREEN,7,HYBRID_D0_RISK_FILTER|2026-02-06|R3|035720,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,1.6008421475015282,3.0,3.0,035720|267260|329180,HYBRID 방어 우세,0.0,,bellguard_1y
2026-02-09,🟢 HD현대중공업 (329180),GREEN,5,HYBRID_D0_RISK_FILTER|2026-02-09|R1|329180,+3 먼저 / +5 도달,🟢 삼성바이오로직스 (207940),GREEN,6,HYBRID_D0_RISK_FILTER|2026-02-09|R2|207940,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 LG화학 (051910),GREEN,7,HYBRID_D0_RISK_FILTER|2026-02-09|R3|051910,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,-0.7330016612575818,3.0,3.0,051910|207940|329180,HYBRID 방어 우세,0.0,,bellguard_1y
2026-02-10,🔴 이수페타시스 (007660),RED,-10,HYBRID_D0_RISK_FILTER|2026-02-10|R1|007660,-3 먼저 / -5 도달 / D1 종가 -3 이하,🟢 HD현대중공업 (329180),GREEN,7,HYBRID_D0_RISK_FILTER|2026-02-10|R2|329180,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 한화에어로스페이스 (012450),RED,-1,HYBRID_D0_RISK_FILTER|2026-02-10|R3|012450,+2 먼저 / -3 먼저 / +5 도달,1.0,2.0,-4.703712716956706,3.0,3.0,007660|012450|329180,V2 공격 우세,0.0,,bellguard_1y
2026-02-11,🔴 이수페타시스 (007660),RED,-5,HYBRID_D0_RISK_FILTER|2026-02-11|R1|007660,+1 먼저 / -3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🟢 HD현대중공업 (329180),GREEN,7,HYBRID_D0_RISK_FILTER|2026-02-11|R2|329180,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한화에어로스페이스 (012450),GREEN,4,HYBRID_D0_RISK_FILTER|2026-02-11|R3|012450,+3 먼저 / -2 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-3.401805922884545,3.0,3.0,007660|012450|329180,HYBRID 방어 우세,0.0,,bellguard_1y
2026-02-12,🔴 두산로보틱스 (454910),RED,-5,HYBRID_D0_RISK_FILTER|2026-02-12|R1|454910,-3 먼저,🟢 HD현대중공업 (329180),GREEN,6,HYBRID_D0_RISK_FILTER|2026-02-12|R2|329180,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 HD현대마린솔루션 (443060),GREEN,6,HYBRID_D0_RISK_FILTER|2026-02-12|R3|443060,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-1.9803902361396957,3.0,3.0,329180|443060|454910,둘 다 양호,0.0,,bellguard_1y
2026-02-13,🟢 한화에어로스페이스 (012450),GREEN,7,HYBRID_D0_RISK_FILTER|2026-02-13|R1|012450,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 LG이노텍 (011070),GREEN,7,HYBRID_D0_RISK_FILTER|2026-02-13|R2|011070,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 HL만도 (204320),GREEN,7,HYBRID_D0_RISK_FILTER|2026-02-13|R3|204320,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,1.0851805146193032,3.0,3.0,011070|012450|204320,둘 다 양호,0.0,,bellguard_1y
2026-02-19,🟢 두산로보틱스 (454910),GREEN,4,HYBRID_D0_RISK_FILTER|2026-02-19|R1|454910,+3 먼저 / -1 먼저 / +5 도달,🟢 삼화전기 (009470),GREEN,6,HYBRID_D0_RISK_FILTER|2026-02-19|R2|009470,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한화에어로스페이스 (012450),GREEN,7,HYBRID_D0_RISK_FILTER|2026-02-19|R3|012450,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,0.0592585693239204,3.0,3.0,009470|012450|454910,HYBRID 방어 우세,0.0,,bellguard_1y
2026-02-20,🟢 두산로보틱스 (454910),GREEN,7,HYBRID_D0_RISK_FILTER|2026-02-20|R1|454910,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 DB하이텍 (000990),RED,-3,HYBRID_D0_RISK_FILTER|2026-02-20|R2|000990,-3 먼저 / D1 종가 양호 / 점심 양호,🔴 에이프로젠 (007460),RED,-13,HYBRID_D0_RISK_FILTER|2026-02-20|R3|007460,-3 먼저 / +5 도달 / -5 도달 / -10 도달 / D1 종가 -3 이하,1.0,2.0,-6.71504234260838,3.0,3.0,000990|007460|454910,HYBRID 방어 우세,0.0,,bellguard_1y
2026-02-23,🟢 두산로보틱스 (454910),GREEN,7,HYBRID_D0_RISK_FILTER|2026-02-23|R1|454910,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한농화성 (011500),GREEN,7,HYBRID_D0_RISK_FILTER|2026-02-23|R2|011500,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 에이프로젠 (007460),RED,-7,HYBRID_D0_RISK_FILTER|2026-02-23|R3|007460,-3 먼저 / +5 도달 / -5 도달 / -10 도달 / D1 종가 양호,2.0,1.0,-6.133797769876796,3.0,3.0,007460|011500|454910,HYBRID 방어 우세,0.0,,bellguard_1y
2026-02-24,🔴 DB하이텍 (000990),RED,0,HYBRID_D0_RISK_FILTER|2026-02-24|R1|000990,+3 먼저 / +5 도달 / -5 도달 / -10 도달,🔴 이수스페셜티케미컬 (457190),RED,2,HYBRID_D0_RISK_FILTER|2026-02-24|R2|457190,+3 먼저 / +5 도달 / -5 도달 / -10 도달 / D1 종가 양호,🔴 미래에셋증권 (006800),RED,2,HYBRID_D0_RISK_FILTER|2026-02-24|R3|006800,+3 먼저 / +5 도달 / -5 도달 / -10 도달 / D1 종가 양호,0.0,3.0,-16.34935107429669,3.0,3.0,000990|006800|457190,둘 다 위험,0.0,,bellguard_1y
2026-02-25,🔴 제이알글로벌리츠 (348950),RED,-14,HYBRID_D0_RISK_FILTER|2026-02-25|R1|348950,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 지역난방공사 (071320),RED,-10,HYBRID_D0_RISK_FILTER|2026-02-25|R2|071320,-3 먼저 / -5 도달 / -10 도달,🔴 미래에셋증권 (006800),RED,-8,HYBRID_D0_RISK_FILTER|2026-02-25|R3|006800,-3 먼저 / +5 도달 / -5 도달 / -10 도달 / D1 종가 양호,0.0,3.0,-15.674316617568508,3.0,3.0,006800|071320|348950,둘 다 위험,0.0,,bellguard_1y
2026-02-26,🔴 삼화전기 (009470),RED,-12,HYBRID_D0_RISK_FILTER|2026-02-26|R1|009470,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하,🔴 GS피앤엘 (499790),RED,-13,HYBRID_D0_RISK_FILTER|2026-02-26|R2|499790,+1 먼저 / -3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하,🔴 대한항공 (003490),RED,-6,HYBRID_D0_RISK_FILTER|2026-02-26|R3|003490,+2 먼저 / -3 먼저 / -5 도달 / -10 도달 / 점심 양호,0.0,3.0,-20.45970453385407,3.0,2.0,009470|499790,둘 다 위험,1.0,003490,bellguard_1y
2026-02-27,🔴 현대약품 (004310),RED,-14,HYBRID_D0_RISK_FILTER|2026-02-27|R1|004310,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🟡 롯데관광개발 (032350),YELLOW,0,HYBRID_D0_RISK_FILTER|2026-02-27|R2|032350,,🔴 삼화전기 (009470),RED,-14,HYBRID_D0_RISK_FILTER|2026-02-27|R3|009470,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,0.0,2.0,-25.121641860900496,3.0,3.0,004310|009470|032350,HYBRID 방어 우세,0.0,,bellguard_1y
2026-03-03,🔴 하이브 (352820),RED,-14,HYBRID_D0_RISK_FILTER|2026-03-03|R1|352820,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 한국전력 (015760),RED,-14,HYBRID_D0_RISK_FILTER|2026-03-03|R2|015760,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 HL만도 (204320),RED,-14,HYBRID_D0_RISK_FILTER|2026-03-03|R3|204320,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,0.0,3.0,-15.118984864982098,3.0,3.0,015760|204320|352820,둘 다 위험,0.0,,bellguard_1y
